,user_id,birthdate,age_in_years,gender,married,has_children,home_country,home_city,home_airport,home_airport_lat,home_airport_lon,sign_up_date,days_as_customer,total_sessions,avg_clicks_per_session,proportion_planning_sessions,avg_session_duration_seconds,avg_sessions_per_month,days_since_last_session,days_since_last_booking,avg_booking_lead_time_days,avg_cancellation_lead_time_days,total_trips,trips_with_flight_and_hotel,proportion_trips_with_flight_and_hotel,total_trips_cancelled,trip_cancellation_rate,total_flights,flights_with_return,proportion_flights_with_return,avg_flight_price,stddev_flight_price,avg_flight_discount_pct,avg_flight_discount_savings,total_flight_discount_savings,total_flight_spend,flights_with_discount,proportion_flights_with_discount,avg_seats_booked,stddev_seats,avg_bags_checked,stddev_checked_bags,top_airline,airline_variety,airline_concentration,top_flight_route,flight_route_variety,flight_route_concentration,avg_distance_flown,stddev_distance_flown_km,proportion_longhaul_flights,total_hotels_booked,avg_hotel_price_per_room,stddev_hotel_per_room_usd,hotels_with_discount,proportion_hotels_with_discount,avg_hotel_discount_pct,avg_hotel_discount_savings,total_hotel_discount_savings,total_hotel_spend,avg_trip_length_nights,stddev_stay_in_nights,avg_rooms_booked,stddev_rooms,top_hotel_chain,hotel_chain_variety,hotel_chain_concentration,never_booked_trips,never_cancelled_trips,never_booked_flights,booked_only_one_flight,never_booked_flights_with_discounts,never_booked_hotels,booked_only_one_hotel,never_booked_hotels_with_discounts,total_spend,total_savings,R_score,F_score,M_score,RFM_score,CV,CV_quantile,CLV,is_churned,avg_flight_price_per_seat
453,483480,1985-02-12,38.0,M,True,True,canada,toronto,YTZ,43.627,-79.396,2022-12-22,218,8,16.0,0.625,120.0,1.3333333333333333,30.0,30.0,5.2,0.0,5,3,0.6,0,0.0,3,2,0.6666666666666666,219.27666666666667,95.59776008533534,0.0,0.0,0.0,657.83,0,0.0,1.0,0.0,0.6666666666666666,0.5773502691896257,Alaska Airlines,3,0.3333333333333333,YTZ-JFK,3,0.3333333333333333,1712.9586136501882,1254.1270840428645,0.0,5,171.8,83.59545442187631,1,0.2,0.15,21.3,21.3,837.7,3.2,1.0954451150103321,1.2,0.4472135954999579,Four Seasons,5,0.2,False,True,False,False,True,False,False,False,1495.53,21.3,3,5,3,3.5,781.0267042347449,2,2153.0682101169555,False,219.27666666666667
523,489730,1981-02-19,42.0,F,False,False,usa,el paso,BIF,31.849,-106.38,2022-12-25,215,8,16.0,0.5,121.0,1.3333333333333333,51.0,67.0,6.75,0.0,4,2,0.5,0,0.0,4,4,1.0,370.02,156.478704621428,0.0,0.0,0.0,1480.08,0,0.0,1.0,0.0,0.5,0.5773502691896257,AirTran Airways,4,0.25,BIF-AUS,4,0.25,2089.673515128773,897.9305296198029,0.0,2,95.5,62.932503525602726,0,0.0,0.0,0.0,0.0,191.0,3.5,0.7071067811865476,1.0,0.0,NH Hotel,1,1.0,False,True,False,False,True,False,False,True,1671.08,0.0,2,4,4,3.2,1090.8825841947314,3,3007.2526333158157,False,370.02
540,490608,1988-12-14,34.0,F,False,False,usa,new york,LGA,40.777,-73.872,2022-12-25,215,9,16.333333333333332,0.2222222222222222,122.11111111111111,1.2857142857142858,26.0,127.0,7.0,0.0,2,1,0.5,0,0.0,2,2,1.0,662.4,319.131432485113,0.0,0.0,0.0,1324.8,0,0.0,1.5,0.7071067811865476,1.5,0.7071067811865476,Delta Air Lines,2,0.5,LGA-AUS,1,1.0,2443.6543626605417,0.0,0.0,1,407.0,0.0,0,0.0,0.0,0.0,0.0,407.0,2.0,0.0,1.0,0.0,Radisson,1,1.0,False,True,False,False,True,False,True,True,1731.8,0.0,4,2,4,3.5,2261.041313771257,5,6233.047023932225,True,441.59999999999997
573,494463,1988-11-02,34.0,F,False,True,usa,washington,IAD,38.944,-77.456,2022-12-27,213,8,12.625,0.5,93.375,1.6,63.0,63.0,9.5,0.0,4,2,0.5,0,0.0,4,4,1.0,247.765,269.166912837865,0.3,25.65,25.65,965.41,1,0.25,1.5,0.5773502691896257,0.25,0.5,Allegiant Air,2,0.5,IAD-JFK,3,0.5,1274.2862389132597,1740.2464307271478,0.0,2,106.5,44.54772721475249,0,0.0,0.0,0.0,0.0,213.0,1.5,0.7071067811865476,1.5,0.7071067811865476,Radisson,2,0.5,False,True,False,False,False,False,False,True,1178.41,25.65,2,4,3,2.8499999999999996,769.2671482160721,2,2120.6504629495244,False,165.17666666666665
631,499633,1992-11-03,30.0,F,False,False,usa,dallas,DAL,32.847,-96.852,2022-12-30,210,8,20.625,0.625,153.75,1.1428571428571428,10.0,10.0,9.6,0.0,5,2,0.4,0,0.0,4,3,0.75,300.3975,182.81887491449,0.05,22.743,22.743,1178.847,1,0.25,1.0,0.0,1.25,1.2583057392117916,Air Canada,4,0.25,DAL-JFK,4,0.25,1770.3381273608738,937.4466761204509,0.0,3,122.66666666666667,22.89832599412746,1,0.3333333333333333,0.05,4.85,4.85,363.15,3.3333333333333335,0.5773502691896257,1.3333333333333333,0.5773502691896257,Hilton,3,0.3333333333333333,False,True,False,False,False,False,False,False,1541.997,27.593,5,5,4,4.65,805.2936650216739,2,2219.9653104890676,False,300.3975
686,502826,1976-05-04,47.0,F,True,True,usa,los angeles,LAX,33.942,-118.408,2022-12-31,209,8,15.125,0.375,112.875,1.1428571428571428,23.0,41.0,7.333333333333333,0.0,3,1,0.3333333333333333,0,0.0,3,3,1.0,393.31333333333333,305.362881557882,0.0,0.0,0.0,1179.94,0,0.0,1.0,0.0,0.3333333333333333,0.5773502691896257,Ryanair,2,0.6666666666666666,LAX-LAS,3,0.3333333333333333,2400.4600186007697,1805.6139139875704,0.0,1,167.0,0.0,0,0.0,0.0,0.0,0.0,167.0,1.0,0.0,1.0,0.0,Choice Hotels,1,1.0,False,True,False,False,True,False,True,True,1346.94,0.0,4,3,3,3.4,1172.378252750917,3,3231.9129839532166,False,393.31333333333333
707,504081,1979-10-02,43.0,F,True,True,usa,los angeles,LAX,33.942,-118.408,2023-01-01,208,10,13.7,0.2,101.9,1.6666666666666667,34.0,139.0,7.0,0.0,2,1,0.5,0,0.0,2,2,1.0,494.59,239.14351339729,0.0,0.0,0.0,989.18,0,0.0,1.0,0.0,0.5,0.7071067811865476,American Airlines,2,0.5,LAX-DAL,2,0.5,2758.8750659770812,1071.4911504811496,0.0,1,222.0,0.0,0,0.0,0.0,0.0,0.0,222.0,2.0,0.0,1.0,0.0,Hyatt,1,1.0,False,True,False,False,True,False,True,True,1211.18,0.0,3,2,3,2.75,1581.3188696232078,4,4359.245810397409,True,494.59
822,509069,1979-03-03,44.0,F,True,False,usa,new york,JFK,40.64,-73.779,2023-01-04,205,8,17.375,0.5,128.5,1.1428571428571428,11.0,145.0,7.25,0.0,4,1,0.25,0,0.0,2,2,1.0,649.38,192.955298450185,0.0,0.0,0.0,1298.76,0,0.0,1.0,0.0,1.0,0.0,Delta Air Lines,2,0.5,JFK-DMA,2,0.5,3693.9128151289233,381.89492834673814,0.0,3,152.33333333333334,80.46324212541609,0,0.0,0.0,0.0,0.0,457.0,2.0,1.0,1.0,0.0,Choice Hotels,3,0.3333333333333333,False,True,False,False,True,False,False,True,1755.76,0.0,5,4,4,4.4,1146.1617672557518,3,3159.641599127856,True,649.38
845,509413,1975-11-13,47.0,F,False,False,usa,boston,BOS,42.364,-71.005,2023-01-04,205,8,10.25,0.25,76.25,1.1428571428571428,26.0,81.0,11.5,0.0,2,1,0.5,0,0.0,2,1,0.5,596.595,647.999725347164,0.05,6.9195,6.9195,1186.2705,1,0.5,1.5,0.7071067811865476,0.5,0.7071067811865476,Ryanair,2,0.5,BOS-BIF,2,0.5,2416.726379680781,1276.2071665387098,0.0,1,470.0,0.0,0,0.0,0.0,0.0,0.0,470.0,2.0,0.0,1.0,0.0,Hilton,1,1.0,False,True,False,False,False,False,True,True,1656.2705,6.9195,4,2,4,3.5,2162.4298575358453,5,5961.203320736654,False,397.73
887,510022,1970-11-22,52.0,F,True,True,usa,austin,AUS,30.194,-97.67,2023-01-04,205,8,15.0,0.5,110.25,1.1428571428571428,11.0,82.0,7.0,0.0,4,2,0.5,0,0.0,3,3,1.0,363.42333333333335,175.863104809773,0.0,0.0,0.0,1090.27,0,0.0,1.0,0.0,0.6666666666666666,0.5773502691896257,Delta Air Lines,3,0.3333333333333333,AUS-FAT,3,0.3333333333333333,1940.897916251108,949.346170202826,0.0,3,239.0,245.257008054816,0,0.0,0.0,0.0,0.0,717.0,2.0,1.0,1.0,0.0,Accor,3,0.3333333333333333,False,True,False,False,True,False,False,True,1807.27,0.0,5,4,4,4.4,1179.7875433477825,3,3252.3382881805032,False,363.42333333333335
915,510213,1983-09-03,39.0,F,True,True,canada,toronto,YTZ,43.627,-79.396,2023-01-04,205,8,22.875,0.625,169.5,1.1428571428571428,16.0,97.0,8.4,0.0,5,3,0.6,0,0.0,4,4,1.0,120.295,59.20090004946434,0.0,0.0,0.0,481.18,0,0.0,1.25,0.5,1.0,1.414213562373095,Air Canada,4,0.25,YTZ-LGA,3,0.5,550.6476322869904,149.32394239864,0.0,4,208.75,109.072987795635,0,0.0,0.0,0.0,0.0,835.0,2.75,0.5,1.0,0.0,Extended Stay,4,0.25,False,True,False,False,True,False,False,True,1316.18,0.0,4,5,3,3.9,687.362826275425,1,1894.863571303641,True,96.236
922,510257,1974-11-16,48.0,F,True,False,usa,las vegas,LSV,36.236,-115.034,2023-01-04,205,8,8.625,0.25,64.125,1.6,71.0,71.0,5.5,0.0,2,1,0.5,0,0.0,2,2,1.0,798.11,414.647416487791,0.0,0.0,0.0,1596.22,0,0.0,1.5,0.7071067811865476,0.0,0.0,Caribbean Airlines,2,0.5,LSV-BNA,2,0.5,2830.5152465704555,416.6874942514284,0.0,1,39.0,0.0,0,0.0,0.0,0.0,0.0,39.0,1.0,0.0,2.0,0.0,Banyan Tree,1,1.0,False,True,False,False,True,False,True,True,1635.22,0.0,1,2,4,2.3,2134.946285428476,5,5885.438938950486,False,532.0733333333334
976,510953,1979-11-14,43.0,F,False,False,usa,seattle,SEA,47.449,-122.309,2023-01-05,204,8,19.125,0.25,142.875,2.6666666666666665,128.0,144.0,8.0,0.0,2,1,0.5,0,0.0,2,2,1.0,670.95,416.118198592659,0.0,0.0,0.0,1341.9,0,0.0,1.5,0.7071067811865476,0.0,0.0,Southwest Airlines,2,0.5,SEA-DAL,2,0.5,2440.9061006995,344.3377585906677,0.0,1,165.0,0.0,0,0.0,0.0,0.0,0.0,165.0,1.0,0.0,2.0,0.0,Extended Stay,1,1.0,False,True,False,False,True,False,True,True,1506.9,0.0,1,2,3,1.9499999999999997,1967.4114538179394,5,5423.593117197985,True,447.3
1014,511455,1987-05-20,36.0,F,False,False,canada,montreal,YMX,45.68,-74.039,2023-01-05,204,8,17.625,0.375,132.125,1.1428571428571428,23.0,23.0,7.0,0.0,3,1,0.3333333333333333,0,0.0,3,3,1.0,515.46,166.612711699918,0.0,0.0,0.0,1546.38,0,0.0,1.0,0.0,0.6666666666666666,0.5773502691896257,American Airlines,2,0.6666666666666666,YMX-DEN,3,0.3333333333333333,2933.2676956060336,892.3506194274238,0.0,1,161.0,0.0,0,0.0,0.0,0.0,0.0,161.0,3.0,0.0,1.0,0.0,Four Seasons,1,1.0,False,True,False,False,True,False,True,True,1707.38,0.0,4,3,4,3.75,1486.1056774480383,4,4096.770153490165,False,515.46
1026,511568,2003-04-04,20.0,F,False,False,usa,baltimore,BWI,39.175,-76.668,2023-01-05,204,8,13.375,0.125,100.0,1.3333333333333333,28.0,28.0,253.0,0.0,1,0,0.0,0,0.0,1,1,1.0,1229.22,0.0,0.0,0.0,0.0,1229.22,0,0.0,1.0,0.0,0.0,0.0,Royal Air Maroc,1,1.0,BWI-CMN,1,1.0,6061.004376707809,0.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MISSING,0,0.0,False,True,False,True,True,True,False,True,1229.22,0.0,3,1,3,2.5,3209.743854618206,5,8848.349766437197,False,1229.22
1028,511577,1981-05-18,42.0,F,True,False,usa,fresno,FAT,36.776,-119.718,2023-01-05,204,8,9.875,0.25,73.125,1.1428571428571428,7.0,137.0,5.5,0.0,2,1,0.5,0,0.0,2,2,1.0,547.46,146.441814383734,0.1,59.9235,119.847,975.073,2,1.0,1.0,0.0,0.0,0.0,Canadian North,2,0.5,FAT-JFK,2,0.5,3150.4875396436764,1150.4143230743084,0.0,1,327.0,0.0,0,0.0,0.0,0.0,0.0,327.0,1.0,0.0,1.0,0.0,Best Western,1,1.0,False,True,False,False,False,False,True,True,1302.073,119.847,5,2,3,3.55,1699.9889401467155,4,4686.3854010812465,True,547.46
1103,512301,1981-03-27,42.0,F,False,False,usa,columbus,LCK,39.814,-82.928,2023-01-05,204,8,16.25,0.625,120.625,1.3333333333333333,44.0,44.0,6.6,0.0,5,2,0.4,0,0.0,4,4,1.0,298.5025,230.487265646066,0.0,0.0,0.0,1194.01,0,0.0,1.0,0.0,1.25,0.5,United Airlines,3,0.5,LCK-DTW,4,0.25,1745.3813244169942,1421.0536504260406,0.0,3,142.33333333333334,42.5715084690845,1,0.3333333333333333,0.1,11.2,11.2,415.8,3.0,1.0,1.0,0.0,Accor,3,0.3333333333333333,False,True,False,False,True,False,False,False,1609.81,11.2,2,5,4,3.4499999999999997,840.7083767922641,2,2317.5935857711825,False,298.5025
1141,512695,1977-02-14,46.0,F,True,False,usa,omaha,OMA,41.302,-95.894,2023-01-06,203,7,19.285714285714285,0.5714285714285714,142.28571428571428,1.1666666666666667,51.0,68.0,7.5,0.0,4,2,0.5,0,0.0,4,4,1.0,243.9225,103.80982945591745,0.0,0.0,0.0,975.69,0,0.0,1.0,0.0,0.25,0.5,JetBlue Airways,3,0.5,OMA-IND,4,0.25,1350.762242805394,580.2891292885608,0.0,2,108.5,33.23401871576773,0,0.0,0.0,0.0,0.0,217.0,3.0,0.0,1.0,0.0,Accor,2,0.5,False,True,False,False,True,False,False,True,1192.69,0.0,2,4,3,2.8499999999999996,778.5891455485162,2,2146.3485549641196,False,243.9225
1179,513096,1994-05-05,29.0,F,True,True,usa,dallas,DAL,32.847,-96.852,2023-01-06,203,8,9.5,0.25,71.25,1.6,72.0,135.0,10.0,0.0,2,1,0.5,0,0.0,2,2,1.0,523.895,122.40725489120324,0.0,0.0,0.0,1047.79,0,0.0,1.5,0.7071067811865476,1.5,0.7071067811865476,Pinnacle Airlines,2,0.5,DAL-LAS,2,0.5,1967.7570971455561,360.2385078012343,0.0,1,184.0,0.0,0,0.0,0.0,0.0,0.0,184.0,3.0,0.0,1.0,0.0,Banyan Tree,1,1.0,False,True,False,False,True,False,True,True,1231.79,0.0,1,2,3,1.9499999999999997,1608.2273241080359,4,4433.424756674832,True,349.2633333333333
1246,513826,1981-02-10,42.0,F,False,False,usa,el paso,BIF,31.849,-106.38,2023-01-06,203,9,15.444444444444445,0.3333333333333333,115.88888888888889,1.8,83.0,109.0,8.666666666666666,0.0,3,1,0.3333333333333333,0,0.0,3,3,1.0,525.88,34.428412684874104,0.35,197.757,197.757,1379.883,1,0.3333333333333333,1.6666666666666667,1.1547005383792515,0.3333333333333333,0.5773502691896257,Allegiant Air,3,0.3333333333333333,BIF-PHL,2,0.6666666666666666,2252.8655515337277,1168.3359082715263,0.0,1,62.0,0.0,0,0.0,0.0,0.0,0.0,62.0,3.0,0.0,3.0,0.0,Wyndham,1,1.0,False,True,False,False,False,False,True,True,1441.883,197.757,1,3,3,2.1999999999999997,1255.0167581416028,3,3459.7238102969814,True,315.52799999999996
1283,514318,1971-07-27,52.0,F,True,True,usa,seattle,SEA,47.449,-122.309,2023-01-06,203,8,17.375,0.5,128.375,1.1428571428571428,25.0,25.0,8.25,0.0,4,2,0.5,0,0.0,2,2,1.0,522.375,298.490985542277,0.3,220.032,220.032,824.718,1,0.5,1.0,0.0,1.0,0.0,American Airlines,2,0.5,SEA-BOS,2,0.5,2850.4976846473064,1633.4746621818836,0.0,4,229.0,98.58329811213797,1,0.25,0.05,12.5,12.5,903.5,3.5,1.7320508075688772,1.0,0.0,Choice Hotels,4,0.25,False,True,False,False,False,False,False,False,1728.218,232.532,4,4,4,4.0,1128.1823239413138,3,3110.077393927157,False,522.375
1485,516933,2006-09-09,16.0,F,False,False,usa,new york,LGA,40.777,-73.872,2023-01-08,201,7,12.0,0.2857142857142857,90.14285714285714,1.1666666666666667,28.0,28.0,7.0,0.0,2,0,0.0,0,0.0,2,2,1.0,726.225,58.52722827881054,0.0,0.0,0.0,1452.45,0,0.0,1.0,0.0,0.0,0.0,AirTran Airways,2,0.5,LGA-LAX,1,1.0,3965.3986708521475,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MISSING,0,0.0,False,True,False,False,True,True,False,True,1452.45,0.0,3,2,3,2.75,1896.321432144048,5,5227.618171792562,False,726.225
1497,517142,1985-01-08,38.0,M,True,False,usa,philadelphia,PNE,40.082,-75.011,2023-01-08,201,8,9.25,0.375,69.375,1.3333333333333333,51.0,51.0,8.666666666666666,0.0,3,1,0.3333333333333333,0,0.0,3,3,1.0,405.5,290.018583714906,0.0,0.0,0.0,1216.5,0,0.0,1.0,0.0,0.6666666666666666,0.5773502691896257,Southwest Airlines,2,0.6666666666666666,PNE-DAL,3,0.3333333333333333,2216.9061516720462,1559.008029490148,0.0,1,124.0,0.0,0,0.0,0.0,0.0,0.0,124.0,2.0,0.0,1.0,0.0,Rosewood,1,1.0,False,True,False,False,True,False,True,True,1340.5,0.0,2,3,3,2.5999999999999996,1166.7728687340223,3,3216.4605364673157,False,405.5
1589,518533,1987-04-06,36.0,F,False,True,usa,phoenix,LUF,33.535,-112.383,2023-01-08,201,8,13.125,0.375,98.125,1.3333333333333333,43.0,172.0,8.0,0.0,3,1,0.3333333333333333,0,0.0,3,3,1.0,464.22333333333336,75.4526436470806,0.1,52.848,52.848,1339.822,1,0.3333333333333333,1.0,0.0,0.6666666666666666,0.5773502691896257,American Airlines,2,0.6666666666666666,LUF-CMH,3,0.3333333333333333,2676.828155259814,244.39110484240985,0.0,1,76.0,0.0,0,0.0,0.0,0.0,0.0,76.0,2.0,0.0,1.0,0.0,Best Western,1,1.0,False,True,False,False,False,False,True,True,1415.822,52.848,2,3,3,2.5999999999999996,1232.3332312993218,3,3397.191786394799,True,464.22333333333336
1738,520397,1980-01-01,43.0,F,True,False,usa,austin,AUS,30.194,-97.67,2023-01-09,200,9,43.44444444444444,0.5555555555555556,955.4444444444445,1.5,45.0,45.0,6.0,5.0,4,2,0.5,1,0.25,4,4,1.0,464.68666666666667,103.39257049388671,0.0,0.0,0.0,1394.06,1,0.25,1.0,0.0,0.5,0.5773502691896257,United Airlines,3,0.5,AUS-EFD,4,0.25,2494.7956097288074,1207.9829994074496,0.0,2,161.0,25.45584412271571,0,0.0,0.0,0.0,0.0,322.0,2.5,0.7071067811865476,1.0,0.0,Marriott,2,0.5,False,False,False,False,True,False,False,True,1716.06,0.0,2,4,4,3.2,1120.2455701900633,3,3088.1980239892405,False,464.68666666666667
